date,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55
2019-11-23 00:00:00,40.80091857910156,3.81131210327146,2.6381838192265623,5.07803750306964,0.021861259147521968,0.0017352882333307267,1717334.1512680054,725867.5594427586,2.6555891036987305,0.5749605894088745,2.641698226334961,5.0107901644885544,0.023281878977050783,0.001749864362189293,718450.5845654011,2.571592092514038,0.5748494863510132,343.1354507446289,343.1593536376953,343.1420654296875,2.5509729204648437,2.5677546179179689,0.008662179883026123,0.008761854823402405,268.39178,0.5842846709291809,0.5611460208892822,0.22473501118241776,194.51773590379014,142.68577115098842,124.6542058031872,66.89093777469277,69.28436088756644,69.70256699320541,66230.24,152082.58818700525,137412.15797625078,343.23575,343.297,343.3225700000001,343.3110700000001,272.21666666666664,98756.04946666666,90.0,343.1635,335.36868,335.41058,336.15424,336.41257,342.9911,333.0492,332.99185,10592.759681701658,1760.4999542236328,528.6458730697632
2019-11-23 00:01:00,40.7557487487793,3.8161682128906,2.6381139678251957,5.0770097360461954,0.021886584519073486,0.0017323070715236663,1717266.798019409,725334.4287176131,2.655694007873535,0.5752220749855042,2.6421623651611328,5.000906961420179,0.023350908098571783,0.0017527388978242876,719183.0138740541,2.571707963943481,0.5748910903930664,343.1385025024414,343.1669830322265,343.1441024780273,2.5873252173417969,2.5653612240761718,0.008644443645828247,0.008782934221572877,268.3878,0.5844557388534785,0.5621188282966614,0.2249377904296724,194.65055424776082,142.95927296819485,124.64860542208544,66.88582646335071,69.23491144365197,69.68332380589865,66200.44,152056.61268390494,137500.97663993822,343.22302,343.31134,343.31747,343.3305,272.2222222222222,98754.86438222222,90.0,343.14725,335.3678,335.41058,336.3278,336.6144700000001,342.98096,333.03857,333.00842,10550.869941711426,1962.702989578247,530.7360291481018
2019-11-23 00:02:00,40.75437927246094,3.7997573852539,2.6377023192753908,5.079584741544724,0.02213714887086487,0.0017302549481897356,1717259.8838806152,724967.5827796459,2.6556179523468018,0.5751643180847168,2.6416091149355467,5.003279145395756,0.023550480503509517,0.0017523868327741624,719114.1805763246,2.571748971939087,0.5748953223228455,343.14257659912107,343.14613189697263,343.13748779296867,2.5493173744355468,2.5662374183535157,0.008642853127723693,0.008776089483600617,268.38947,0.5846232720926511,0.559459924697876,0.22489412586517807,194.64703120456215,142.88187969332026,124.49680030356907,66.86865611186286,69.22595555957973,69.79989575952462,66165.65,151727.51173720974,137436.9059329413,343.2001,343.315,343.3216,343.33035,272.22777777777776,98753.67929777778,90.0,343.1718,335.3857,335.42297,336.26697,336.4585,342.97037,333.0639,333.02673,10507.639884948729,2159.404993057251,532.5269827842711
2019-11-23 00:03:00,40.69662857055664,3.79815711975095,2.637917977,5.078695638215542,0.02199993621972656,0.0017306822476072313,1717244.8635101318,725752.5255348681,2.655534029006958,0.5752487778663635,2.6419651536318358,5.009723488846421,0.02343959140383911,0.0017549430793514253,719155.1906321049,2.571413993835449,0.5749369859695435,343.1491836547852,343.1369766235352,343.1369766235352,2.588469017084961,2.5654229374501951,0.008637298500205995,0.008780138364131928,268.39786000000004,0.5846442591428113,0.559158980846405,0.22484079959587547,194.57654487870911,142.75952566837103,124.35411513458205,66.88011412963398,69.20594196128825,69.83058158983452,66125.13,151466.51740034926,137415.17235504425,343.19196,343.31522,343.31458,343.3299,272.23333333333335,98752.49421333334,90.0,343.157,335.3923,335.44742,336.30646,336.57776,342.97003,333.086,333.0596,10354.96997833252,2356.719017028809,532.2551259994507
2019-11-23 00:04:00,40.69281005859375,3.80666580200193,2.6379588027705079,5.077373573023081,0.02194940415618897,0.0017264970710124973,1717219.9487686157,726115.1629152298,2.6556899547576904,0.575117826461792,2.6418428119541015,5.007523496204615,0.02340029999057007,0.0017570407671613694,719774.9708821774,2.5715548992156982,0.5749282240867615,343.15579833984367,343.12782135009763,343.14359130859367,2.5491295216376957,2.5671792593847658,0.00861266613254547,0.008774258427448273,268.3997,0.584711147419153,0.5604645013809204,0.224918724740212,194.54772755298646,142.57309967792125,124.37572936991836,66.9501697787431,69.17972002801875,69.83314087399026,66100.29,151537.19074908178,137482.98170604202,343.1994,343.32492,343.32666,343.34042,272.2388888888888,98752.30912888893,90.0,343.15204,335.40833,335.461,336.36798,336.64267,342.96115,333.0942,333.0635,10174.630165100098,2537.264108657837,530.9832096099854
2019-11-23 00:05:00,40.63473892211914,3.80050697326664,2.6380047826250002,5.075693051832914,0.021991448511520385,0.001725378886981964,1717486.2623214722,726350.6083323957,2.6554629802703857,0.5752890110015869,2.6416692007041016,5.011353925538063,0.0233445121177063,0.001753582502904892,719126.6659638882,2.5714919567108154,0.5748190879821777,343.15833892822263,343.1257919311523,343.1420654296875,2.5880160002294923,2.5654884485703129,0.008617868959922791,0.008763186789596556,268.39133,0.5846739743331685,0.5639647841453552,0.2249076136076764,194.47152602030792,142.51958965252132,124.417622909357,66.97585770093876,69.14408149976235,69.84546828158469,66062.95,151335.85386787774,137525.0654332399,343.21512,343.33423,343.32227,343.35065,272.2444444444444,98750.12404444443,90.0,343.16827,335.42642,335.47513,336.2628,336.4581,342.96844,333.09186,333.02426,9992.84553527832,2712.435960769653,530.7111740112305
2019-11-23 00:06:00,40.64030838012695,3.80743446350095,2.6378283230654298,5.079379022571445,0.021927486583587646,0.001725583529759407,1717204.5707702637,724944.1551423074,2.6552178859710693,0.575290322303772,2.641843490123047,5.00594562754035,0.023275237159942636,0.0017563494851837158,719878.0337817669,2.571492910385132,0.574950098991394,343.1598648071289,343.1354507446289,343.13951721191404,2.5476432465771486,2.565053199741211,0.008625322990306855,0.008773000106163026,268.3951,0.5849049049089982,0.5603153705596924,0.22507566782018532,194.4601697205132,142.73426034689717,124.4299567144507,66.94092132223948,69.19609144454961,69.87456022395078,66034.234,151405.73539323386,137546.11841157792,343.224,343.3247,343.3044,343.3474700000001,272.24999999999994,98748.93896,90.0,343.1544,335.4439700000001,335.48822,336.44672,336.7207,342.96484,333.03873,332.99368,9773.382186889648,2902.3209342956543,530.4393172264099
2019-11-23 00:07:00,40.60118865966797,3.80167999267576,2.6378922065800785,5.079870761284232,0.022093852022262567,0.0017251356998367314,1717224.5979309082,725232.1607677938,2.655659914016724,0.5753297805786133,2.6414856881875,5.000637498539686,0.023414420739578248,0.0017534762740974428,719535.597477913,2.602487087249756,0.5838090181350708,343.16393890380857,343.1491836547852,343.1293472290039,2.5900224308710935,2.5660195904882812,0.008632546019393922,0.00876180660982895,268.39325,0.5847067047752045,0.5528162717819214,0.2251058245060041,194.6355361734524,142.51552752364412,124.53475396844983,66.96315206581988,69.27389788001256,69.87899963218682,65993.11,151084.77440482215,137520.63514724904,343.24094,343.32574,343.324,343.33386,272.2555555555556,98747.75387555557,90.0,343.15167,335.42783,335.4817,336.3384700000001,336.5068,342.99487,333.05084,333.01074,9538.810729980467,3088.006019592285,530.1674008369447
2019-11-23 00:08:00,40.5648307800293,3.7978996276855,2.6380806019130858,5.0781625073552143,0.022053322950668336,0.001725855724521637,1717407.2265625,726593.1147739887,2.655580997467041,0.5750287771224976,2.641314382711914,5.001243065658212,0.0234691659276886,0.0017519927795295715,720502.1161129475,2.602442979812622,0.5837774276733398,343.163427734375,343.1659683227539,343.1385025024414,2.548811731669922,2.5654181902675781,0.008634984778499603,0.008756551860141754,268.395,0.5848808406906573,0.5583987236022949,0.22498800835404145,194.50611455887162,142.43895616455174,124.35354620777149,66.97262233118123,69.2039453566174,69.90810262909311,65965.99,151049.10834083107,137502.07995238662,343.2412700000001,343.31796,343.3068,343.3282200000001,272.261111111111,98746.56879111113,90.0,343.1587,335.42477,335.48187,336.3641,336.5999,342.99203,333.0621,333.02603,9302.238464355467,3266.6380405426025,529.8954844474791
2019-11-23 00:09:00,40.54441833496094,3.80567207336424,2.636553094180664,5.076542832621932,0.021907302580352783,0.0017254163717107776,1715909.8386764524,725892.8755533695,2.6555039882659908,0.5750564932823181,2.6405940316582033,5.005465064707399,0.02327338067245484,0.001754571808344841,719792.5245420933,2.6023049354553223,0.5838642716407776,343.14969482421867,343.18530120849607,343.13748779296867,2.5907224368564454,2.5657932176943359,0.008624884299770355,0.008768340873580933,268.39438,0.5849689178825801,0.558129072189331,0.2248470726840067,194.5433835989944,142.3875787298593,124.31872908109872,66.97379132448546,69.2305469474291,69.88807362678881,65922.61,151349.24433003948,137533.26970476724,343.24225,343.31805,343.3243700000001,343.32858,272.2666666666666,98745.38370666667,90.0,343.1574700000001,335.40796,335.4585,336.25912,336.4738,342.98682,333.0622600000001,333.02814,9073.064804077148,3452.827049255371,529.9481153488158
2019-11-23 00:10:00,40.54706954956055,3.81539955139164,2.6363337743437498,5.078742825263738,0.022085006156082155,0.0017234610728883745,1715527.534484863,725116.1448631288,2.6556870937347408,0.5752993822097778,2.6400082293232423,5.0118762944400314,0.023526776379592898,0.0017537414487514495,719003.1681790352,2.602557897567749,0.5838621854782104,343.14664306640617,343.17308654785154,343.14359130859367,2.5541506845087891,2.561765436694336,0.008593966683517456,0.008760199137500764,268.38812,0.5849983778102513,0.5612508058547974,0.2251606738637636,194.7023846155779,142.27467943814173,124.31769779366978,66.96807813765571,69.27401265730863,69.88702932044937,65886.19,150979.03914478753,137639.51950077887,343.2109700000001,343.31177,343.32162,343.33203,272.2722222222222,98744.19862222225,90.0,343.1673600000001,335.38556,335.4497,336.1184,336.29004,342.98816,333.0522,333.0275,8839.083671569824,3623.861074447632,530.2661061286926
2019-11-23 00:11:00,40.494789123535156,3.8105949401855,2.6396201810527344,5.078029224640131,0.021960693549850464,0.0017222683167648315,1713650.703430176,726943.313528538,2.655694007873535,0.5752829909324646,2.641708941404297,5.004554023540021,0.02339146048222351,0.001766087170018196,721068.16711092,2.602538108825684,0.5840194225311279,343.14969482421867,343.16087951660154,343.1323989868164,2.6491976897998046,2.4852426161445311,0.008591766343181609,0.008962121291870118,268.40012,0.5849772177316895,0.5603111982345581,0.22517520544600605,194.8305451089201,142.26966052360768,124.24957787285835,66.96057541485497,69.25652860769515,69.88975694073062,65860.8,151248.37000004813,137696.03258823993,343.2175299999999,343.30737,343.31595,343.3147,272.27777777777766,98743.01353777778,90.0,343.14896,335.37836,335.4348,336.30576,336.58023,342.98694,333.03442,332.98206,8605.663299560547,3812.634063720703,530.5842161178589
2019-11-23 00:12:00,40.48025894165039,3.79994621276853,2.642989460006836,5.086345734924078,0.022214407148681642,0.0017198446575145722,1713089.466094971,724828.7003786564,2.5320799350738525,0.5702176094055176,2.6462353122128908,5.0099788783967494,0.02324534898295593,0.001817592379501343,716357.9494385719,2.6023540496826167,0.5838181972503662,343.1476577758789,343.1491836547852,343.1212142944336,2.5144217844531251,2.5575987666943358,0.008593631837600708,0.009070979063621521,268.41492,0.584686617858136,0.5602669715881348,0.22502540985533112,194.85464285347408,142.20843732408747,124.34813413546543,66.91739970197354,69.36040521075765,69.9505772449392,65810.79,151214.4921250457,137869.31689632795,343.21133,343.29825,343.32245,343.3365,272.2833333333333,98742.82845333334,90.0,343.1647,335.3706,335.42413,335.8590700000001,336.01492,342.9502,333.00113,332.9477,8369.98176574707,3990.262031555176,530.9023261070251
2019-11-23 00:13:00,40.446739196777344,3.8020938873292,2.6443118894501954,5.090831815874577,0.02202604360484314,0.001721175564069748,1713852.9287109375,724380.8630876541,2.532283067703247,0.5703449249267578,2.647937109364258,5.020823621052504,0.023358071258056643,0.0018004504673147202,717472.1884455681,2.602710962295532,0.584044873714447,343.1471542358398,343.1318954467773,343.12731781005857,2.5324156410791017,2.5880065058642578,0.008597905361595154,0.008923496391517639,268.41696,0.584580707318165,0.5610045194625854,0.2253680794715791,194.8973706107027,142.08771043468968,124.26933750559648,66.93247217598129,69.33753914028324,69.95660406201353,65770.195,151162.2729875434,137982.38308276155,343.1687,343.2982,343.30032,343.28998,272.28888888888883,98740.64336888892,90.0,343.14917,335.35834,335.41592,336.19092,336.5178200000001,342.9188,332.9551,332.90125,8142.493247985841,4173.161983489989,532.2203168869019
2019-11-23 00:14:00,40.447750091552734,3.80398788452146,2.644842895734375,5.090068130752445,0.022639413507431032,0.0017215807435235974,1713988.3041381838,725674.8542661667,2.5322589874267583,0.5704001188278198,2.6477838431826173,5.019290041986108,0.0231310626807251,0.0017746428275737765,718146.8669915198,2.6026151180267334,0.5839483737945557,343.11561431884763,343.10086669921867,343.11866607666013,2.5209353259052736,2.5783804402207031,0.0086024559811821,0.008867856868110657,268.41516,0.5840640131416412,0.5601561069488525,0.2251466953074846,195.08444711800945,140.96539507286732,124.4523557682561,66.86392473905724,69.25956751774173,69.96682096279469,65727.914,151175.64918191626,138192.66470987347,343.15085,343.26468,343.2998,343.25006,272.29444444444437,98739.45828444444,90.0,343.13516,335.34494,335.40405,336.23883,336.5347,342.90414,332.94754,332.90265,7912.09077835083,4354.938983917235,532.5384268760681
2019-11-23 00:15:00,40.42026138305664,3.81157341003416,2.64486676728125,5.095048433944584,0.02211561276829529,0.0017197363094291688,1714304.2087554932,723456.1026964188,2.532277107238769,0.5704947113990784,2.6479790202050781,5.013756739702821,0.023311807420318603,0.001769179858827591,719557.9495949745,2.6025400161743164,0.5837377905845642,343.10341491699216,343.09731140136716,343.1074813842773,2.6143010147470704,2.5674739916083984,0.008593847474132539,0.008868976376689909,268.4135,0.5848731965416042,0.5616828203201294,0.22488206561904328,195.50325943007772,142.1558956134134,124.652163059189,66.86261540395985,69.2996775207609,69.9503639173405,65670.37,151286.73625407042,138369.99788062982,343.159,343.24835,343.29364,343.24268,272.29999999999995,98738.2732,90.0,343.1262200000001,335.3705,335.4094,336.15808,336.4105,342.9121,332.93997,332.91364,7680.703163146973,4537.52613067627,532.8564772605896
2019-11-23 00:16:00,40.37858963012695,3.80903854370115,2.644964016708008,5.092395611208677,0.02197835985087585,0.0017211074822654725,1714345.6935882568,725650.6316790581,2.532226085662842,0.5702899098396301,2.6475547577128906,5.011406907486916,0.02322078867074585,0.0017684534763088226,720729.3314619064,2.6024999618530282,0.5839356780052185,343.10086669921867,343.1090072631836,343.11307373046867,2.5248303214257812,2.5700993192294923,0.008633510820682526,0.0088258649649086,268.41373,0.5850207628869712,0.5640727877616882,0.22466491251862167,195.4082714768843,142.25447061423685,124.816040044169,66.86701881344936,69.27148868866816,69.968527178993,65596.94,151427.2291288669,138665.78470534828,343.20355,343.2628200000001,343.29025,343.25732,272.3055555555555,98737.08811555557,90.0,343.13635,335.38995,335.4290200000001,336.3248,336.6424,342.9289,332.98096,332.9653,7459.267139434814,4720.739841461183,532.4153900146483
2019-11-23 00:17:00,40.34141159057617,3.81385269165037,2.6447795547548831,5.092712261137367,0.022097240747711185,0.0017208960842895508,1714519.2623138428,726438.0995688437,2.5321669578552246,0.5703907012939453,2.6473460173115235,5.02307328427136,0.023358658298049933,0.0017672730384883878,719389.0929114819,2.6026110649108887,0.5839269757270813,343.0922225952148,343.1257919311523,343.11511077880857,2.611548462631836,2.5743290589414063,0.00869273934130478,0.008814995188282014,268.4186,0.5851529936949924,0.5633816719055176,0.22430149699441904,195.3912781606085,142.36643198953087,124.89542809017834,66.8593497880601,69.31911878304335,69.93779376743105,65522.77,151662.77470367355,138853.90328258087,343.23352,343.25348,343.30133,343.26984,272.31111111111113,98735.90303111113,90.0,343.12823,335.3862299999999,335.436,336.28122,336.5746200000001,342.96066,333.0019200000001,332.98584,7229.286193847656,4906.580924987793,533.1997871398927
